gene, B cells_naive, Monocytes_CD14+, Monocytes_CD16+, NK cells, T cells_CD4+_memory TREG, T cells_CD4+_naive, T cells_CD4+_naive_stimulated, T cells_CD4+_naive TREG, T cells_CD4+_TFH, T cells_CD4+_Th1_17, T cells_CD4+_Th17, T cells_CD4+_Th1, T cells_CD4+_Th2, T cells_CD8+_naive, T cells_CD8+_naive_stimulated
AL499604.1,,,,1.632289486,,,,,1.983187186,2.346790717,1.986935488,,2.239104125,,
AL512603.2,,,-2.075142127,,,,,,,,,,,,
AL589693.1,,,,,,,,,,,7.474954283,,,,
AL589935.1,,-6.406789559,,,,,,,,,,,,,
AL591242.1,,-9.059727265,,,,,,,,,,,,,
AL592183.1,-2.013568238,,,,,,,,,,,,-1.942841581,,
AL592429.2,-1.980302968,,,,,,,,,,,,,,
AL627171.2,,,-2.439264912,,,,-4.250290054,,,,,,-2.634037385,,
AL645568.1,,,,-2.460253671,,,,,,,,,,,
AL662844.4,-3.193013023,,,,,-3.412294051,,-3.741551797,,,,,,,
AL691403.1,6.426947532,,,8.275801069,5.470711484,6.111860069,,4.617606737,6.426606471,6.306284906,5.72841857,3.783691095,4.617081941,6.93141781,
AL731577.2,,2.946938972,3.423917797,,,,,3.781457909,5.715702608,5.963027988,,6.939013519,,6.630253774,
ALAS2,,,8.479467619,,9.953326748,,,9.218934726,11.07577167,11.31237072,10.2225043,9.466517883,10.81186984,,
ALCAM,,,,,,,,,,,,2.430199795,2.228716531,4.864330096,
ALDH16A1,,,-2.334035467,,,,,,,,,,,,
ALDH1A1,,-2.027927616,,,,,,,,,,,,,
ALDH1A2,,-2.070333088,,,,,,,,,,,,,
ALDH3B1,,,-2.42433302,,,,,,,,,,,,
ALDH9A1,,,-1.917713687,,,,,,,,,,,,
ALDOA,,,-1.418758791,,,,,,,,,,,,
ALG13,,-1.099210849,,,,,,,,,,,,,
ALG5,,,-3.956033775,,,0.943791268,,,,,,,,,
ALKBH1,,,,,,,,,,,4.63339327,,,,
ALKBH7,,-0.678692472,-2.678607326,-1.029358017,,,,-1.619800365,,-2.039823252,,,-2.478703502,-0.886017473,
ALMS1,,,,-1.730255881,,-0.978787712,,,,,,,,-1.32520731,
ALOX12,,-5.411896955,,,,,,,,,,,,,
ALOX5AP,-1.346902427,,,,-3.968162571,-2.06891255,,,,-2.222730939,-3.460507978,,-2.891533465,-2.42680726,
ALYREF,,0.985218698,,1.191991602,,,,,,,,,,,
AMBRA1,,,,,4.792625844,3.513440589,2.45454229,4.32683393,4.635926927,4.692722139,5.287194343,4.956968035,4.215747994,4.146294674,
AMD1,,,,,,,,1.379586958,1.310281819,0.965292685,,1.355255142,,,
AMFR,,,,,,1.244013742,,,,,,,1.52982938,,
AMPD3,,,2.649853892,,,,,,,,,,,,
AMZ1,,-3.396172608,,,,,,,,,,,,,
AMZ2,,,,1.203063296,,,,,,,,,,,
ANAPC1,,,,,,1.09165215,,,,,,,,1.407232542,
ANAPC10,,,,1.599087136,,1.515005914,,,3.207339546,,,1.194540661,,1.612443104,
ANAPC11,-1.385822334,-0.957854315,-1.023393126,,,-1.656669753,,-2.199952138,,-1.724802536,,,-1.919565747,-1.419195166,
ANAPC13,,,-1.59931612,,,,,,,,,,,,
ANAPC15,,-0.92530978,-2.490711789,,,,,,,,,,,,
ANAPC16,,,-1.340357272,-1.351321446,-2.099895065,-1.079082237,-2.580157908,-1.851138474,-1.428111353,-1.781716564,-1.880058341,-1.558314971,-1.685983276,-0.988060447,
ANAPC5,,,-2.434737836,-0.644255724,,,,,,,,,,,
ANK1,,,,,4.367639916,,,,3.99006283,,5.606105988,,,,
ANKAR,-1.128775856,,,,,,,,,,,,,,
ANKFN1,,-6.354198441,,,,,,,,,,,,,
ANKH,,,,,2.483067998,,,,,,,,,,
ANKHD1,,,,,,,,2.432511578,1.807683826,2.21594746,2.456090399,2.041877045,,,
ANKIB1,,,,,,,,,,,2.155913135,2.714760831,,,
ANKLE2,1.454385486,,,0.690881891,,0.996036749,,1.854830311,1.295740831,1.837032236,,,1.583327017,0.967036702,
ANKRD10,,,,0.995720278,,,,,,,,,-1.237611117,,
ANKRD11,,,,,,1.463023058,1.508999496,1.937027431,1.566342162,1.697239759,,1.550373791,,1.791178541,
ANKRD12,,,,,,,,1.804583707,,,,,,,
ANKRD13A,,-0.711787482,,,,,,,,,,,,,
ANKRD13C,-0.862744926,,,-1.408204545,3.075190444,,,,2.728577164,,3.477499364,2.867797372,2.520475864,,
ANKRD13D,,,,,,-1.458988735,,,-2.084146179,,,,-2.21337521,,
ANKRD17,,,,,2.452959591,2.159634895,,2.429744538,2.513687998,2.563107233,2.851591854,2.666151627,2.556650893,2.442306827,
ANKRD28,3.024108592,,,,3.16283176,2.384904091,1.787858711,2.945434405,2.717367311,2.557531328,2.687457596,2.913513226,2.401048733,2.761535595,
ANKRD33B,4.951981302,,,,,,,,,,,,,,
ANKRD36,,,,,,,,,0.997469497,,,,,,
ANKRD36C,,,,,,1.045550224,,,1.10631104,,,,,,
ANKRD49,,,,,,,,,,,,,,-1.00132626,
ANKRD9,,-4.231528494,,,,,,,,,,,,,
ANKUB1,,,,-1.802852222,,,,,,,,7.478475895,,-1.405497492,
ANKZF1,,,,,,,,,,,,,,-1.711730125,
ANO6,,,,0.884375394,,,,,,,,,,,
ANP32A,-0.79022012,,-1.724414302,,-3.535759041,-0.809747009,,,,-1.867135636,-3.460337925,,-1.999199077,,
ANP32B,,,-0.645629543,,,,,,-0.812305588,-0.768427143,-0.745491156,-0.864016109,-0.745467364,,
ANP32E,,,,,,,,,,-1.917494944,,,-2.666754108,-0.953827517,
ANTKMT,-2.178384125,-1.338887963,-2.083210839,-1.523046248,,,,,,-3.19860319,,,,-1.559142001,
ANTXR2,,,,,,,,,,-2.158728712,,,-2.716761832,,
ANXA1,,,,,-3.536914478,,,,-1.426219762,-1.332852002,-1.622241158,-1.216350301,-1.383304844,,
ANXA11,-0.676324749,,1.235010018,,-3.40768255,,,,,,,,,-0.606459718,
ANXA2,-2.16904641,,-1.756053054,-1.857306717,-3.501872385,,,,,-2.435374036,-2.564274929,,-2.956016431,,
ANXA2R,,,,,-4.466212844,-1.253285314,,-1.480858448,,-3.374251476,,,-2.59268378,-1.542032913,
ANXA4,-1.694043095,-2.415365314,-2.36339214,-1.961474101,,,,,,,,,,,
ANXA5,-1.628115309,,,,-4.004254736,,,,,-2.032866334,-3.502199063,,-2.905598528,,-4.867557094
ANXA6,,,,,,,,,,-2.134019509,,,,-1.774221813,
ANXA7,,,,,,,,,0.684827864,,,,,,
AOAH,,,,,,,,,,,,,-3.666181841,,
AOPEP,,-1.867594499,-2.195228244,,,,,,,,,,,,
AP000331.1,,1.507489534,,,,,,,,,,,,,
AP000442.1,2.114926412,,,,,1.452154425,,,4.288113156,,,,4.137921789,,
AP000787.1,,,,,3.859703386,,,,,-1.882141461,-2.202733018,-1.948287123,,,
AP001011.1,,,,,,,,,8.983668475,,7.559199195,,7.76001067,,
AP001189.1,,-4.899141531,,,,,,,,,,,,,
AP002336.2,6.021717304,1.15609029,,,,3.089927328,,,6.371441517,,6.379932998,,,,
AP002381.2,,,,,,,,,,3.224714353,,3.304003828,,,
AP002387.2,,,,,,,,,,,,,-2.507910371,,
AP002478.1,,-6.164780592,,,,,,,,,,,,,
AP002762.2,,,,,,,,,,,,5.468962742,,,
AP003068.2,,-3.384972674,,,,,,,,,,,,,
AP003086.1,,,,,,6.656557756,,,9.202327341,7.315128183,6.787346232,,5.592755474,,
AP005899.1,,,,,,2.353607399,,3.125087648,3.952003337,,3.249272643,6.130830168,3.856380606,,
AP1B1,,-0.858791816,,,,,,,,,,,,,
AP1G1,2.112116802,,,,2.33649484,1.755949802,1.457023614,1.918672188,2.099277989,2.294630612,2.47428209,1.702196051,1.969061052,1.934438936,
AP1M1,,,,,,,,,,,,,,1.254843707,
AP1S2,-1.067014108,,,,,,,,,,,,-1.9545203,,
AP2A1,,,-0.969503377,0.781757903,,,,,,,,,,,
AP2A2,,,,1.234533133,,1.456219346,,,,,,,,0.934468244,
AP2B1,,,,,,,,,,-0.974976033,,,,,
AP2M1,-1.347927018,,-1.330047285,,,,,,,,-2.098170863,,,-1.02590459,
AP2S1,-1.523358633,-0.766672667,-1.19006946,-1.045140287,,-1.052823802,,,-1.946475563,-2.674875266,-1.766023887,,-1.86824656,-0.654314133,
AP3B1,,,,,,,,2.670997151,2.182810715,2.058492873,2.181421073,2.302151686,,,
AP3M2,,,,,,,,,1.94962142,2.15510394,2.030709547,2.352453033,1.810606784,,
AP3S1,,0.746831167,-3.127674604,0.954971849,,,,,,,,,,,
AP4E1,,,,,3.201783703,,,,,,,,,2.249510493,
AP5M1,,,,,,1.109849754,,,,,,,,,
AP5Z1,2.650157176,,,2.253852379,,,,2.764701634,,2.199179557,,,,,
APBA2,,,,2.017698894,,,2.897722094,,2.151720193,,,3.146121809,3.225395144,,
APBB1IP,,,,,,,,-0.614546757,,,,,,,
APC,,,,,1.979072068,,,,1.901404021,1.727327258,,,,1.899672741,
APEX1,,-1.233074506,-1.562079059,,,,,-1.438213856,,-2.151109996,-3.68503179,,-2.652483802,,
APH1A,-0.813493698,-1.086773793,-2.518327645,,,,,,,,,,,,
APH1B,,,-2.336671462,,,,,,,,,,,,
API5,,-0.934547084,,,,,,,1.061735084,,,,,1.241851849,
APIP,,-1.058075372,-1.145328096,,,,,,,,,,,,
APMAP,,-1.209743575,,,,,,,,,,,,,
APOBEC3C,-1.921952216,-1.588793794,-2.022984583,-1.466410981,,,,,,,,,,,
APOBEC3G,,,-2.725996471,,,,,,,-2.014567101,,,,,
APOBR,,,-4.803044727,,,,,,,,,,,,
APOL3,,-1.983587889,-2.746072403,1.521349432,,1.326490727,,,,1.693488013,1.888573339,,,1.468093777,
APOL6,,,-1.762227662,,,1.016026279,2.398732199,,1.259319941,1.33989932,,1.423503925,,0.949499888,
APOLD1,,,,-3.284934091,-3.805965934,-2.424509899,,,-2.148102453,-2.709066346,,-2.87166504,-3.031158696,-2.912872348,
APP,,,1.357333482,,,,,,,,,,,,
APPBP2,,0.969983628,,,2.306496686,,,2.797991653,,2.582958192,2.011289944,3.092077887,,2.141779616,
APPL1,,,-1.582913753,-0.804945801,,-0.844803556,,,,,,,,,
APPL2,,,,,3.601140599,,,2.847896627,,,,2.947520751,,2.477885839,
APRT,,-0.916229628,-2.010616448,,-2.35572874,-0.903035355,,-1.481972143,-1.323112022,-1.648454836,-1.991855033,-1.279805213,-1.495458194,-1.057285849,
APTX,,,,,,0.845669059,,,,,,,,,
AQP3,,,,,,,,,,-2.466951771,-2.792746881,,,-1.582127424,
AQR,,,,,2.24267355,,,2.239695339,2.205530332,2.056872164,2.118353154,2.123530402,2.043615715,1.71387759,
ARAF,,,,,,,,,2.26826194,,,,,,
ARAP1,,,,1.888113749,,,,,,,,,,,
ARAP2,1.542460258,,,,1.801769932,2.274400933,2.203374802,2.801280701,2.213182404,1.779686757,2.437675203,1.790077245,2.730849519,2.14042007,
ARCN1,,-1.03100306,,-1.029804951,,,,,,,,,,,
AREG,3.630232419,,4.902420742,,,,,,,,5.123291717,5.924213667,4.140449327,,
AREL1,3.114651547,,,,,2.084334638,,3.212843828,3.464413849,2.671619107,2.303235011,2.133033703,3.610932253,2.800447866,
ARF1,0.665467886,,,,,,,,0.918186866,,,,,0.723075037,
ARF3,,-1.0998896,-0.750011484,,,,,,,,,,,,
ARF4,,,,,,,,,,1.379045621,,1.701429358,,1.374301889,
ARF5,-1.763381376,,-2.093134638,-1.602251813,,-1.354947984,,-1.874800829,,-3.262314981,-3.753505998,,-3.099440561,-1.336157113,
ARF6,-0.946891973,,-0.921476911,,,,,,,-2.697807995,,,,,
ARFGAP2,,1.021809478,-1.469897523,,,0.860356007,,,,,,,,,
ARFGAP3,1.708894869,,,,,1.432797391,,,,,,,,,
ARFGEF1,,,,,,,,2.036289987,1.834936733,2.076900895,2.160549466,2.003847089,,,
ARFGEF2,,,,,2.682721525,2.122005228,,2.622162391,2.67778634,2.53382596,2.640055698,2.932881554,2.659764965,2.506206516,
ARFIP1,,-1.157834239,,,,,,,,,,,,,
ARGLU1,,,-1.661453592,,-2.382013282,,,,,-1.454251818,-2.266838786,,-1.787180402,,
ARHGAP1,,,-1.362119284,,,,,,,,,,,,
ARHGAP10,,,,,3.251551482,,,,2.818503511,2.440693446,3.150076194,2.863031022,3.139293273,,
ARHGAP12,,,,-1.431210463,2.863314621,-0.601353317,,,,,,,,,
ARHGAP17,,1.893576033,,,,1.810390037,,,3.258578951,2.404752132,,2.284891537,,2.078046853,
ARHGAP18,,-2.708569747,-4.056413066,,,,,,,,,,,,
ARHGAP22,,-5.301400413,,,,,,,,,,,,,
ARHGAP24,,,2.572886048,,,,,,,,,,,,
ARHGAP25,,,,,,,,-1.370479257,-1.754604599,-3.095602959,-1.922376934,-1.717792438,-2.305324073,,
ARHGAP26,2.847343832,,,,3.512941403,2.233882801,,4.166331596,3.595352071,,3.836737476,2.329051113,3.311583902,,
ARHGAP26-AS1,,-4.266352793,,,,,,,,,,,,,
ARHGAP27,,,-2.751772698,,,,,,,,,,,,
ARHGAP30,,,,,-3.78149311,-1.061163145,,,-0.958655114,-1.819241453,,-2.043280949,-3.145205797,-0.923913587,
ARHGAP31,4.011041984,,,4.884821049,,,,,,3.9174812,4.584377912,5.849862672,4.200580481,,
ARHGAP32,,-2.118455462,,,,4.302254726,,,,,,,,,
ARHGAP35,,,,-2.705646026,,,,,,,,,,,
ARHGAP4,,,-1.501553035,,,,,,1.055849512,1.603438886,,1.549253152,1.262711543,,
ARHGAP45,,,,,,,,,,,-3.186659487,,,-0.836130775,
ARHGAP5,-1.002894323,,,,,,-1.713374291,,0.817964179,,,,,,
ARHGAP6,,-2.844586659,,,,,,,,,,,,,
ARHGAP9,,-1.477145184,,,,,,,,,,,,,
ARHGDIA,,,,,,,,,0.94395465,-2.626687568,,,,,
ARHGDIB,-1.232862978,,-1.363463857,,,,-2.716847034,-0.820446884,,-1.085086454,-1.488181763,-0.999132876,-1.094442071,,
ARHGEF1,,,-1.744076684,-0.8799847,,,,,,-1.458516355,,,,,
ARHGEF10L,,-1.977100085,,,,,,,,,,,,,
ARHGEF11,,-0.74480288,,,,,,,,,,,,,
ARHGEF2,1.184286635,,,1.667679293,,,,,,,,,,,
ARHGEF3,-1.700305423,,,,,,,,,,,,,,
ARHGEF40,,,-1.784121729,,,,,,,,,,,,
ARHGEF6,-0.934736523,,,-1.167259778,,,,,,,,,-1.845216119,,
ARHGEF7,,,,,3.132174006,2.973953999,1.799541447,3.272649965,3.152449291,3.675785648,3.253068284,3.320428656,3.182356823,3.691022044,
ARHGEF9,,,,-1.814227967,,,,,,,,,,,
ARID1A,1.228387201,,,0.991542045,,0.927894296,,,,,,,,1.376426536,
ARID2,,,,,,2.095327905,1.887285071,2.428718089,2.46899272,2.957713976,2.70418237,2.802307964,2.600911125,2.202187657,
ARID3B,,,,2.040618401,,2.064316186,,,,,2.587880747,2.801404769,,2.958390965,
ARID4A,1.08283079,,,,,0.798325607,,,,1.529029313,,1.662033906,,1.753943727,
ARID4B,,,,,,1.84238603,,2.129835417,1.777157194,2.008999024,2.157650136,1.897641217,1.998583974,2.067558658,
ARID5A,2.621484393,,,,,1.737313707,3.514452798,2.054089252,1.922304756,2.606461147,2.172384608,2.164974077,2.043762016,1.765210243,
ARID5B,,,-2.040984758,,,,1.498983181,,,,,,,,
ARIH1,,,,,3.313928057,2.489928172,,2.858236715,2.586739015,,2.897632421,3.001143244,2.718780019,,
ARIH2,1.505568688,,,1.181546508,,1.258323431,,1.642183244,1.478253684,1.876027318,1.994998494,1.654641623,1.606090051,1.403415412,
ARL1,,,-2.550393876,,,,,,,,,,,,
ARL11,,-3.112541093,-4.557879188,,,,,,,,,,,,
ARL14EP,-1.070702775,-1.649019703,,-1.216979977,,,,,,-1.878069,,,,-1.355218554,
ARL15,,,,,,,,,,,4.058483708,,,,
ARL17A,,,,,,,,3.190786592,,,,,,,
ARL17B,,,-3.307080039,,,,,,,,,,,,
ARL2,-3.259172725,-2.758871352,,,,,,,,-2.697232461,,,,-2.674831443,
ARL2BP,,,-1.215232629,,,,,,,,,,,,
ARL4A,1.327250371,,,2.208327001,,2.227095408,,2.670848491,2.074555995,,1.732505057,1.73709782,2.2635599,2.154273587,
ARL4C,,,,,-2.979068351,,3.320976554,-1.323929522,,,,,,,
ARL5A,-0.7899704,,-1.775249624,-0.895342309,,,,,,,,,,,
ARL5B,2.782598629,,,2.450228442,,,,,,2.867741183,3.696489531,,2.985017574,,
ARL6IP1,0.771580637,,,-0.813926486,,,,,,,,,,-0.689091993,
ARL6IP4,-0.974751655,,-1.442743207,-0.909160208,-3.610534958,,,-1.212953313,,-2.303339373,-2.20762126,-1.483568421,-2.029183443,,
ARL6IP5,-1.760585517,,-1.467597288,-1.080251356,,,,-1.12177174,,,-1.743265302,-1.36987663,,,
ARL6IP6,,,-3.384947797,,,,,,,,,,,,
ARL8A,,1.058051503,,,,,,,,,,,,,
ARL8B,,,,,,1.288525893,,1.790965055,1.567470574,1.868866195,,1.873971726,,1.743180622,
ARMC6,,-3.42412629,,,,,,,,,,,,,
ARMC8,,,,,,,,,1.700611383,1.765571662,,,,1.564059884,
ARMC9,,-6.059992906,,,,,,,,,,,,,
ARMCX3,,,,1.59986296,,,,,,,,,,,
ARMCX6,,,-3.095863843,,,,,,,,,,,,
ARMH1,,,,,,,,,2.015098283,,,,,,
ARMH3,,,,,3.241484162,,,,3.128953356,3.047586865,2.649654739,3.50700663,,,
ARMH4,,,,,,5.809531433,,5.853428547,,,,,,4.929793247,
ARNT,,,-1.708639025,,,,,,,,,,,,
ARNTL,,,,,2.516249742,3.28246217,,,2.080924245,1.965018681,2.539054375,2.065888529,,2.944808432,
ARPC1A,0.882155074,,,0.870298272,,1.075852432,,,,,,1.525578368,,1.39649802,
ARPC1B,-1.557948043,,,-1.407320819,,,,-1.600362625,,,,,,-1.165262263,
ARPC2,-0.528465347,,-1.214609115,,,-0.41294272,-2.238335001,,,-1.069848935,-3.336109126,,-1.223544468,,
ARPC3,-0.889786745,,-1.396755206,,,,,-0.999654286,-2.044484569,-1.290072004,-1.598803737,-1.355265224,-1.470800448,,
ARPC4,,,-0.938505423,,,,,,,,,,,,
ARPC5,,,-1.711888577,,-2.245868767,-1.494960859,-2.123529474,-1.754068568,-1.414247814,-1.990072264,-2.208515813,-1.635150487,-2.050498888,-1.32735581,
ARPC5L,,1.216852133,,,,1.214039452,,1.404428242,,,,,,1.037287459,
ARPP19,1.508037303,0.615107944,-1.85264868,0.682955649,,1.149218231,,1.512495976,1.196872178,1.230663413,,,,1.270004225,
ARRB1,,,,1.445548609,,,,,,,,,,,
ARRB2,,,,,,0.623957437,,,,,,,,,
ARRDC1,,-1.70163005,-2.268106484,,,,,,,,,,,,
ARRDC2,,1.426204825,,1.280024433,,,-2.15914517,,2.10572109,2.012510995,2.484837912,,2.081580559,,
ARRDC3,,1.742055476,,-1.007953697,,,-3.721966882,,,,,,,-1.651233,
ARSB,-1.75056246,,,,,,,,,,,,,,
ARSD,,-2.096678152,,,,,,,,,,,,,
ARSG,,,,1.708193513,,,,,,,,,,,
ARSI,9.144925646,7.957937157,,,,,,,,,,,,,
ASAP1,,,,,,,,3.207478391,2.447480982,2.682532349,2.624433884,2.099194296,2.629661373,,
ASB3,,,-2.388334273,,3.082368389,2.595827852,,2.994289806,2.834111756,2.736426119,2.862205452,3.197192082,2.800166023,2.976065376,
ASB7,,,,,,,,,,,2.521384058,,,,
ASB8,,,-3.169866328,,,0.845253563,,,,,,,,,
ASCC1,,,,,,2.452052083,,,,,,,,,
ASCC3,,,-1.678895229,,,,,2.87016817,1.624458765,,,,-1.339181194,,
ASCL2,,,-2.803652917,-3.396787908,,,,,,,,,,,
ASF1A,,,,-3.11325351,,,-3.719577187,,,-2.759561489,,,,,
ASGR1,,,-1.793819317,,,,,,,,,,,,
ASH1L,,,,,,,,1.792517994,1.966416048,1.963162929,,2.101535365,,,
ASH2L,,,-1.694384427,,,,,,,,,,,,
ASL,,,,1.396640534,,,,,,,,,,,
ASMTL,1.686288216,,,,,2.236378099,,,2.411885629,2.174746158,,2.29451164,,2.784780953,
ASRGL1,,-2.796819725,,,,,,,,,,,,,
ASTL,,-5.606753826,,,,,,7.010916911,,,,,,,
ASXL1,,,,,,1.690723841,1.209345782,1.878109679,1.596955275,1.865749634,1.97077341,1.800082765,1.743213763,1.73763476,
ASXL2,1.681991059,,,,,,,-1.649692259,,-1.754325301,,,-2.2584538,,
ATAD1,1.323213188,,,,,1.037263641,,,,,,,,1.122328794,
ATAD2,1.990670562,,,,2.659497764,2.618754677,,3.023782354,2.550840365,2.44614448,2.453536471,2.240700065,2.625428751,2.401678429,
ATAD2B,,,,,2.907094729,1.928190139,,2.792622214,2.154220265,2.901214378,2.093511913,2.63459938,2.433346551,2.195106143,
ATAD3B,,,,3.925561506,,,,,,2.695556866,,,,,
ATE1,,,,,,,,,,,,,-1.537324747,1.566404841,
ATF2,1.778639224,1.086858564,,,2.568181683,1.744959649,,2.354201754,2.183749913,1.597886729,2.024667168,1.594926892,1.904139715,1.794840574,
ATF3,5.907635955,,2.394550927,5.252417069,,,,,,4.629611399,4.329454132,5.85171297,,,
ATF4,,1.15369521,1.273038812,1.050543607,,1.005853912,-2.387992316,1.259020837,1.096517575,,,,,1.021413237,
ATF6,,,,,,,,2.068808505,2.074453198,1.72326229,2.655802994,,2.082540052,,
ATF6B,-1.00543681,-0.611374263,,,,-1.28731667,,,,,,,,,
ATF7,,,-1.821448388,,,-1.620544086,,,-1.586540941,-2.292833162,,,,,
ATF7IP,,,-1.432193838,,,,,,,-0.997403025,,,-1.29049624,,
ATF7IP2,1.570340787,,,,-2.882124174,,,1.86150073,1.507968704,,,,,1.006960807,
ATG101,,,-2.138359355,,,,,,,,,,,,
ATG12,,,-1.872823667,,,0.650120079,,,,,,,-1.727229714,,
ATG13,2.30208037,1.291181641,,1.917882051,2.425376062,1.912305385,,2.863998558,2.052474341,2.389166295,2.119586487,2.278133444,1.89392734,2.190864706,
ATG14,2.239692824,1.544664531,1.63791476,2.260343823,2.528544596,1.975550253,1.807450479,2.542571752,2.173977969,2.78237447,2.829556543,2.662183579,2.732998248,2.437845718,
ATG16L1,,,2.935322465,,2.974947018,,,,2.335826288,2.535599917,2.519077859,2.140455289,3.077773016,,
ATG2A,,,2.000712885,,3.466742394,,,3.500493648,2.739622727,,3.108194999,3.499544271,3.26674704,3.01941776,
ATG2B,2.909448905,,,,,1.67266024,,,,,,,,1.832806361,
ATG3,0.684274246,,-1.554880447,,,,,,,,,,,,
ATG4B,,,,0.987339088,,,,,,,,,,,
ATG4C,,-4.241048298,,,,,,,,,,,,,
ATG5,,,,,,,,,1.343125777,,,,,1.465844331,
ATG7,,,,,,,,,,3.657320151,,3.332768668,-2.766738043,,
ATL2,2.357438536,,,,,1.865757623,,1.943840254,2.299229444,2.698904012,3.171242278,2.455708544,2.172263927,2.135292221,
ATL3,,,-1.622221166,,,,,,,,,,,,
ATM,-1.069281656,-1.689140103,-1.897484618,,-2.901150847,-0.68870399,,-0.798942289,-1.147392158,-1.647384165,-2.498833096,-0.960453759,-1.414739051,-0.788143286,
ATOX1,-2.154124742,-1.907523196,-2.114968159,-0.912064447,,,-3.140098649,,,,,,,,-3.844508887
ATP10A,,,4.28861288,,,,2.233924687,,1.851677676,3.803056313,2.668320704,3.506111872,3.327012335,2.621821153,
ATP10D,,-1.545621042,-1.941718272,,,,,,,,,,,,
ATP11A,,,,,3.030059532,,,,,,,,,,
ATP11B,,,,,2.628838981,2.081227907,1.219835839,2.497377578,2.378978645,,2.793051699,2.292672763,2.631994966,2.461673989,
ATP13A3,1.943225517,,2.404615378,,2.237044213,1.709165184,,2.160873036,1.898112296,1.616294773,2.252827025,1.69676049,1.735288046,1.711098446,
ATP1A1,1.398628072,1.162928761,,,,,,,1.206343159,,,0.960373364,,0.749179253,
ATP1B3,2.266786801,,,,,,,,2.425151729,2.517488414,,2.903763338,3.408183622,2.475442298,
ATP2A2,1.961273524,,,1.710166842,,,,,2.207622566,2.006111338,,1.915806829,,,
ATP2A3,,1.33008667,4.729018147,,,,,,,,,,,,
ATP2B1,,,,,,1.230515123,,,1.365992304,1.650656996,,,-1.207820309,,
ATP2B1-AS1,,,,1.777007086,,,,,1.470782665,,,2.050642016,,1.793600968,
ATP2B4,,,,,-3.42901433,-2.2818888,,,,-1.861080278,-1.677892947,,-2.202130358,,
ATP2C1,,,,,2.543760246,2.291581949,,2.570527552,2.635559244,,2.688312282,2.833968434,2.090386964,2.402262748,
ATP5F1A,,,-1.304502967,,,,,,,-1.306708637,-2.922085265,,-2.245983649,,
ATP5F1B,,,,,,,,,,,,,,0.593187169,
ATP5F1C,-1.323126554,-0.817765008,-1.55966582,-0.930256622,,,,,,-2.819254935,,,-2.45174038,0.511369109,
ATP5F1D,,-0.693010877,-1.135160043,-1.127832127,-2.533989679,,,-1.57952719,-1.743968512,-1.43317897,-1.961982455,-1.521900835,-1.599761121,,
ATP5F1E,,,,,,,-1.721543917,-1.038541322,,,-1.056262997,,-1.020946264,,
ATP5IF1,,,-1.57476365,,,-1.080165514,-2.057928563,-1.364262528,-1.943884075,-1.818847745,-2.670072423,-1.793131147,-1.700081675,-0.796993804,
ATP5MC1,-1.686788651,-1.329403111,-1.359578622,-1.549305776,,-1.173212184,,-1.827870866,,-2.230386732,,,-2.593560796,-1.147785081,
ATP5MC2,,,-1.335204339,,,,,-0.889464648,-1.447930063,-1.233451576,-2.036513147,-0.813270849,-1.583734914,-0.570901631,
ATP5MC3,,-1.059771148,-1.401571496,,-3.163103056,,-1.768020303,,-1.447590261,-1.570538439,-2.562132391,-1.148760935,-2.09272025,,
ATP5MD,,,,,-2.51801486,,-2.877711676,-1.463921818,-1.275991341,-1.576296039,-1.756530239,-1.683051204,-1.838096914,-1.163982374,
ATP5ME,,,,,-2.767005256,,-2.576742364,-1.33937612,,,-2.698081755,-1.141737029,-2.188324887,-1.063207597,
ATP5MF,,,-1.333831545,,-2.396688254,-1.224065903,-3.574856275,-1.62985278,-1.327588534,-1.525716419,-1.716033131,-1.62734866,-1.602737632,-1.162022993,
ATP5MG,,,-1.079216181,,-1.890611127,-0.67651123,-2.436166291,-0.698511736,-1.065452163,-1.03532672,-1.262062,-0.948624487,-1.064484202,,
ATP5MPL,-1.156036502,,-1.376121567,,-2.276687837,,,,,,-2.460260129,,-1.692785609,,
ATP5PB,,,-1.151083626,,,,,,1.474625457,,,,,1.110843463,
ATP5PD,-1.497208505,,-1.43116369,,-2.484512535,-1.173267402,,-1.68726337,-1.742664421,-1.897929085,-2.233290283,-1.594515746,-2.027646918,-1.29001833,
ATP5PF,,,-1.240567483,,-2.587456358,,-1.878935608,-1.222009381,-1.188062148,-1.639928998,-2.376377889,,-1.900411322,-0.909803974,
ATP5PO,-0.89148851,,-1.429187872,,-2.395792038,,,,,-1.817821863,-2.964941591,,-1.984601892,-0.614190469,
ATP6AP1,,,-2.795017406,,,,,,,,,,,,
ATP6AP2,-0.771028624,,-1.204079703,-0.793733727,,,,,,,,,-1.377891178,,
ATP6V0A1,0.721291472,,,,,,,,,,,,,,
ATP6V0B,,,-1.389959186,,,,,,,,,,-1.987378902,,
ATP6V0C,0.94472573,,,,1.524636884,,,,1.381164965,1.167967253,1.875703681,1.362082861,1.485060756,0.791051847,
ATP6V0D1,1.560745839,,,,,1.96145411,,,,1.511646345,,,,,
ATP6V0E1,-1.211889619,,-1.361624259,-1.075775675,-2.437784292,-1.272151511,-2.581764994,-1.383143838,-1.326533001,-1.479178901,-1.884205504,-1.585625157,-1.766118561,-1.342733681,
